ts,buyer,seller,price,qty,aggressor,mid_at_trade
82.200000,N8,N14,100.71,38,sell,100.715000
82.200000,N9,N14,100.71,10,sell,100.715000
82.500000,N1,N3,100.72,3,buy,100.715000
82.600000,N13,N8,100.75,13,buy,100.735000
82.600000,N13,N7,100.76,15,buy,100.740000
82.600000,N13,MM,100.76,31,buy,100.740000
83.000000,N6,MM,100.76,23,buy,100.740000
83.300000,N1,N9,100.72,8,sell,100.740000
84.000000,N9,MM,100.71,69,sell,100.715000
84.000000,CA,MM,100.71,11,sell,100.715000
84.200000,CA,N1,100.71,25,sell,100.715000
84.200000,N6,N1,100.70,48,sell,100.710000
84.300000,N6,N6,100.70,34,sell,100.710000
84.300000,N6,N9,100.70,2,sell,100.710000
84.300000,N8,N9,100.69,26,sell,100.705000
84.900000,N8,N11,100.69,47,sell,100.705000
84.900000,N2,N11,100.68,8,sell,100.700000
85.400000,N2,N1,100.68,76,sell,100.700000
85.400000,N5,N1,100.66,18,sell,100.690000
85.700000,N5,N3,100.66,16,sell,100.690000
85.700000,N5,N9,100.66,16,sell,100.690000
85.700000,N7,N9,100.63,29,sell,100.675000
86.100000,N7,N8,100.63,70,sell,100.675000
86.100000,N1,N8,100.62,13,sell,100.670000
86.100000,N13,N8,100.61,3,sell,100.665000
86.200000,N13,N10,100.61,52,sell,100.615000
86.200000,N13,N12,100.61,16,sell,100.615000
86.300000,N13,CA,100.61,2,sell,100.615000
86.300000,N13,CA,100.61,79,sell,100.615000
86.600000,N0,N9,100.62,70,buy,100.615000
86.600000,N13,N10,100.61,2,sell,100.615000
86.600000,CB,N10,100.60,19,sell,100.610000
86.600000,MM,N10,100.58,37,sell,100.600000
87.000000,MM,N8,100.58,17,sell,100.600000
87.000000,N2,MM,100.57,34,sell,100.595000
87.300000,N11,N5,100.54,24,sell,100.545000
87.300000,N4,N5,100.53,2,sell,100.540000
87.900000,N1,MM,100.55,46,buy,100.540000
87.900000,N1,N9,100.62,15,buy,100.575000
87.900000,N1,N0,100.63,32,buy,100.580000
87.900000,N1,N9,100.72,5,buy,100.625000
88.200000,N7,N2,100.54,36,sell,100.630000
88.200000,N4,N2,100.53,28,sell,100.625000
88.400000,N4,N1,100.58,56,buy,100.555000
88.400000,N9,N1,100.58,17,buy,100.555000
88.500000,N4,N8,100.53,9,sell,100.555000
88.500000,N3,N8,100.51,30,sell,100.545000
88.500000,N4,N8,100.50,35,sell,100.540000
88.700000,N5,N1,100.58,11,buy,100.540000
88.700000,N5,N13,100.59,7,buy,100.545000
88.700000,N4,N7,100.50,34,sell,100.545000
88.700000,MM,N7,100.45,18,sell,100.520000
88.900000,MM,CB,100.45,62,sell,100.520000
88.900000,N6,CB,100.31,15,sell,100.450000
89.100000,N5,N14,100.41,35,sell,100.485000
89.800000,N14,N3,100.51,38,sell,100.535000
89.800000,N8,N3,100.46,23,sell,100.510000
90.100000,MM,N8,100.49,50,sell,100.525000
90.100000,CB,N2,100.56,18,buy,100.525000
90.100000,CB,N4,100.56,51,buy,100.525000
90.100000,CB,N13,100.59,1,buy,100.540000
90.400000,N3,N13,100.59,35,buy,100.540000
90.400000,N3,MM,100.59,21,buy,100.540000
90.400000,N12,MM,100.59,51,buy,100.540000
90.600000,N7,MM,100.59,8,buy,100.585000
90.600000,N7,N7,100.60,4,buy,100.590000
91.100000,N6,N7,100.60,23,buy,100.590000
91.200000,N5,N7,100.60,10,buy,100.590000
91.200000,N5,N8,100.60,76,buy,100.590000
91.200000,N5,N12,100.61,9,buy,100.595000
91.800000,N14,N5,100.69,20,sell,100.705000
91.800000,N1,N5,100.58,36,sell,100.650000
92.400000,N12,N9,100.72,48,buy,100.685000
92.400000,N12,N7,100.77,16,buy,100.710000
92.900000,N11,CB,100.76,34,buy,100.705000
93.100000,N10,MM,100.69,80,buy,100.670000
93.100000,N10,CB,100.76,9,buy,100.705000
93.200000,N0,CB,100.76,42,buy,100.705000
93.200000,N0,N7,100.77,23,buy,100.710000
93.200000,N0,N12,100.78,21,buy,100.715000
93.800000,N11,N5,100.65,24,sell,100.715000
94.000000,N11,N1,100.65,26,sell,100.715000
94.000000,N13,N1,100.62,57,sell,100.700000
94.000000,N5,N1,100.60,8,sell,100.690000
94.300000,N5,N7,100.65,55,buy,100.625000
94.300000,N5,N12,100.78,24,buy,100.690000
94.300000,N5,N12,100.60,44,sell,100.690000
94.400000,N5,N4,100.60,6,sell,100.620000
94.400000,N13,N4,100.60,5,sell,100.620000
94.900000,N13,N13,100.60,24,sell,100.620000
94.900000,MM,N13,100.59,50,sell,100.615000
95.000000,MM,N0,100.59,30,sell,100.615000
95.000000,CA,N0,100.59,14,sell,100.615000
95.100000,N1,N14,100.64,68,buy,100.625000
95.100000,N1,N12,100.78,10,buy,100.695000
95.100000,N12,N12,100.78,33,buy,100.695000
95.100000,N12,N14,100.80,19,buy,100.705000
95.400000,N2,N14,100.74,18,buy,100.675000
95.400000,N2,N14,100.80,66,buy,100.705000
95.400000,N2,N9,100.81,13,buy,100.710000
95.500000,N5,N9,100.81,50,buy,100.730000
95.800000,N6,N9,100.81,17,buy,100.730000
95.800000,N12,N9,100.81,6,buy,100.730000
95.800000,N12,N11,101.03,35,buy,100.840000
96.100000,N5,MM,100.71,67,buy,100.695000
96.800000,N0,N0,100.68,66,sell,100.695000
96.900000,N0,N9,100.68,22,sell,100.685000
97.100000,N0,N6,100.65,47,sell,100.655000
97.200000,N0,N8,100.65,32,sell,100.655000
97.900000,N4,N9,100.66,17,buy,100.655000
97.900000,N0,N14,100.65,9,sell,100.655000
97.900000,N4,N14,100.61,48,sell,100.635000
97.900000,MM,N14,100.61,17,sell,100.635000
98.100000,N4,N9,100.66,26,buy,100.650000
98.300000,N9,N13,100.69,34,buy,100.650000
98.300000,N9,N2,100.70,22,buy,100.655000
98.300000,N9,MM,100.71,13,buy,100.660000
98.300000,N9,N6,100.75,20,buy,100.680000
99.500000,N6,N3,100.67,15,sell,100.700000
99.700000,N6,N9,100.67,46,sell,100.700000
100.100000,N6,N2,100.67,13,sell,100.680000
100.100000,N0,N2,100.66,16,sell,100.675000
100.400000,N0,N5,100.66,21,sell,100.675000
100.400000,MM,N5,100.65,50,sell,100.670000
100.400000,MM,CB,100.65,30,sell,100.670000
100.400000,N11,CB,100.65,32,sell,100.670000
100.500000,N11,N6,100.65,48,sell,100.670000
100.500000,CB,N6,100.61,38,sell,100.650000
100.700000,CB,N3,100.61,23,sell,100.650000
100.800000,CB,N8,100.61,13,sell,100.645000
100.800000,CA,N8,100.59,7,sell,100.635000
100.800000,N1,N8,100.56,21,sell,100.620000
101.500000,N1,N8,100.56,32,sell,100.575000
101.500000,N0,N8,100.49,10,sell,100.540000
101.600000,N14,CA,100.59,11,buy,100.550000
101.600000,N14,N10,100.63,25,buy,100.570000
101.600000,N14,N4,100.68,60,buy,100.595000
101.700000,N5,N10,100.51,27,sell,100.595000
101.700000,N0,N10,100.49,15,sell,100.585000
102.600000,N0,N10,100.49,40,sell,100.515000
102.600000,N7,N10,100.49,4,sell,100.515000
102.700000,N11,N14,100.54,48,buy,100.515000
102.700000,N11,N5,100.54,10,buy,100.515000
102.700000,N11,N12,100.56,40,buy,100.525000
102.800000,N11,N12,100.56,28,buy,100.525000
102.800000,N11,MM,100.57,7,buy,100.530000
102.900000,N7,N14,100.49,12,sell,100.530000
103.100000,N7,N5,100.49,37,sell,100.530000
103.400000,N1,MM,100.57,12,buy,100.530000
103.700000,N7,N14,100.49,27,sell,100.530000
103.700000,MM,N14,100.47,21,sell,100.520000
103.900000,MM,N6,100.47,59,sell,100.520000
103.900000,N4,N6,100.45,31,sell,100.510000
104.100000,N4,N9,100.45,29,sell,100.510000
104.500000,N1,MM,100.57,61,buy,100.500000
104.500000,N1,N13,100.58,31,buy,100.505000
104.500000,N11,N13,100.58,6,buy,100.505000
104.500000,N11,N7,100.62,15,buy,100.525000
104.600000,N8,N4,100.43,20,sell,100.525000
105.000000,N4,N7,100.62,14,buy,100.525000
105.000000,N4,CB,100.62,28,buy,100.525000
105.000000,N4,N0,100.62,8,buy,100.525000
105.100000,N3,N0,100.62,31,buy,100.615000
105.100000,N3,N7,100.71,27,buy,100.660000
105.200000,MM,N2,100.61,58,sell,100.660000
105.500000,N8,MM,100.71,70,buy,100.660000
106.200000,N7,MM,100.71,10,buy,100.660000
106.200000,N7,N0,100.72,51,buy,100.665000
106.600000,N10,N2,100.69,34,buy,100.650000
106.600000,N10,N0,100.71,43,buy,100.660000
106.600000,N12,N0,100.71,12,buy,100.660000
106.600000,N12,N0,100.72,1,buy,100.665000
106.600000,N12,N13,100.76,17,buy,100.685000
106.700000,MM,N5,100.61,20,sell,100.685000
106.900000,N6,N8,100.63,52,sell,100.695000
107.400000,N11,N9,100.73,17,buy,100.680000
107.500000,N13,N5,100.68,56,sell,100.705000
107.600000,N13,N2,100.68,18,sell,100.705000
107.600000,N6,N2,100.63,11,sell,100.680000
107.600000,N10,N2,100.63,52,sell,100.680000
107.800000,N10,N4,100.63,47,sell,100.680000
107.800000,MM,N4,100.61,2,sell,100.670000
108.000000,N9,N9,100.73,46,buy,100.655000
108.000000,N9,N0,100.75,9,buy,100.665000
108.500000,N13,MM,100.72,32,buy,100.710000
108.900000,N0,CA,100.70,23,sell,100.705000
109.000000,N7,N9,100.71,16,buy,100.705000
109.000000,N7,MM,100.72,42,buy,100.710000
109.000000,N0,N8,100.70,4,sell,100.710000
109.000000,N0,N8,100.68,70,sell,100.700000
109.000000,MM,N10,100.62,66,sell,100.630000
109.500000,N8,MM,100.72,6,buy,100.670000
109.500000,N8,N13,100.76,23,buy,100.690000
109.500000,N8,CB,100.79,18,buy,100.705000
109.500000,N8,N11,100.79,27,buy,100.705000
110.300000,N6,N7,100.64,30,buy,100.630000
110.300000,N6,CA,100.66,26,buy,100.640000
110.300000,N6,N11,100.68,9,buy,100.650000
110.500000,N12,N0,100.65,47,buy,100.635000
110.800000,N3,N0,100.65,5,buy,100.635000
110.800000,N3,N7,100.67,74,buy,100.645000
110.800000,MM,CA,100.62,14,sell,100.645000
110.800000,N6,CA,100.61,43,sell,100.640000
110.800000,CB,CA,100.58,33,sell,100.625000
111.000000,CB,N2,100.58,18,sell,100.625000
111.000000,N14,N2,100.58,81,sell,100.625000
111.100000,N14,N2,100.58,12,sell,100.625000
111.100000,MM,N2,100.58,60,sell,100.625000
111.300000,MM,N3,100.58,11,sell,100.625000
111.600000,MM,N11,100.58,9,sell,100.600000
111.600000,N7,N11,100.56,28,sell,100.590000
111.700000,N5,N7,100.56,15,sell,100.590000
111.700000,N10,N7,100.55,64,sell,100.585000
111.700000,N5,N7,100.55,1,sell,100.585000
111.700000,N5,N12,100.55,32,sell,100.585000
111.700000,N6,N12,100.53,53,sell,100.575000
111.800000,CA,N7,100.62,23,buy,100.575000
112.600000,N6,N0,100.56,48,sell,100.580000
113.200000,N9,CA,100.57,92,sell,100.585000
113.200000,N6,CA,100.56,1,sell,100.580000
113.300000,N0,N3,100.60,65,buy,100.580000
113.300000,N0,N7,100.62,13,buy,100.590000
113.300000,N11,N7,100.62,9,buy,100.590000
113.500000,N11,N6,100.64,38,sell,100.645000
113.700000,N6,N8,100.56,4,sell,100.590000
113.700000,N6,N8,100.53,27,sell,100.575000
113.700000,CB,N8,100.42,27,sell,100.520000
113.700000,N7,N8,100.22,31,sell,100.420000
115.300000,N0,N9,100.55,23,sell,100.555000
115.300000,MM,N9,100.50,21,sell,100.530000
115.600000,MM,N3,100.50,59,sell,100.530000
115.600000,N0,N3,100.49,12,sell,100.525000
115.700000,N0,N10,100.49,44,sell,100.525000
115.800000,N2,N13,100.55,33,sell,100.555000
115.800000,N0,N13,100.49,16,sell,100.525000
115.900000,N5,N2,100.56,74,buy,
115.900000,CB,N12,100.58,62,buy,100.570000
115.900000,CB,MM,100.60,2,buy,100.580000
116.100000,N1,MM,100.60,78,buy,100.580000
116.100000,N1,N14,100.60,4,buy,100.580000
116.200000,N10,N0,100.58,29,sell,100.590000
116.200000,N5,N0,100.56,1,sell,100.580000
116.600000,N3,N14,100.60,50,buy,100.580000
116.600000,N3,N6,100.62,7,buy,100.590000
116.600000,N3,CB,100.62,16,buy,100.590000
116.800000,N8,CB,100.62,67,buy,100.590000
116.900000,N7,CB,100.62,7,buy,100.610000
116.900000,N7,CA,100.64,36,buy,100.620000
116.900000,N7,N10,100.68,34,buy,100.640000
117.600000,N9,N5,100.65,24,sell,100.660000
117.600000,N11,N6,100.67,32,buy,100.660000
117.900000,N9,N1,100.65,4,sell,100.660000
117.900000,MM,N1,100.58,12,sell,100.625000
118.000000,MM,N1,100.58,33,sell,100.625000
118.100000,N12,N6,100.67,67,buy,100.650000
118.100000,N12,N10,100.68,2,buy,100.655000
118.800000,N11,N0,100.67,26,sell,100.675000
118.900000,N4,N0,100.67,29,buy,100.660000
119.100000,N5,N0,100.67,32,buy,100.660000
119.100000,N5,N10,100.68,2,buy,100.665000
119.100000,N5,N8,100.68,20,buy,100.665000
120.600000,N1,N8,100.68,38,buy,100.665000
120.800000,N5,N8,100.68,21,buy,100.665000
120.800000,N5,N4,100.69,57,buy,100.670000
121.300000,N1,N4,100.65,24,sell,100.655000
121.300000,N1,N10,100.65,11,sell,100.655000
122.000000,N5,N10,100.65,23,buy,100.645000
122.000000,N5,N8,100.66,16,buy,100.650000
122.100000,N6,N13,100.64,29,sell,100.650000
122.500000,N1,N8,100.66,10,buy,100.650000
122.500000,CA,N8,100.66,27,buy,100.650000
122.500000,CA,N13,100.67,27,buy,100.655000
122.600000,N11,N13,100.67,11,buy,100.655000
122.600000,N11,N9,100.69,40,buy,100.665000
122.600000,N12,N9,100.69,16,buy,100.665000
122.700000,N4,N9,100.69,24,buy,100.665000
122.700000,N6,N9,100.69,3,buy,100.665000
122.700000,N6,MM,100.70,32,buy,100.670000
122.800000,N6,MM,100.70,48,buy,100.665000
122.800000,N6,N14,100.71,32,buy,100.670000
122.800000,N6,N14,100.72,12,buy,100.675000
122.800000,N14,N14,100.72,10,buy,100.675000
122.900000,N14,N14,100.72,13,buy,100.675000
122.900000,N14,N8,100.75,69,buy,100.690000
123.000000,N2,N8,100.75,11,buy,100.690000
123.000000,N2,N2,100.78,51,buy,100.705000
123.000000,N2,N11,100.79,21,buy,100.710000
123.200000,N14,N11,100.79,15,buy,100.765000
123.200000,N14,N8,100.79,22,buy,100.765000
123.200000,N14,N7,100.80,42,buy,100.770000
123.300000,N7,N6,100.74,71,sell,100.770000
123.600000,N7,N1,100.74,14,sell,100.770000
123.600000,MM,N1,100.73,75,sell,100.765000
124.300000,N12,N7,100.80,25,buy,100.765000
124.300000,N12,MM,100.83,73,buy,100.780000
124.400000,N7,MM,100.83,7,buy,100.780000
124.400000,N7,CA,100.83,47,buy,100.780000
124.900000,MM,N6,100.73,5,sell,100.780000
124.900000,N4,N6,100.73,33,sell,100.780000
124.900000,N4,N12,100.73,48,sell,100.780000
124.900000,N10,N12,100.70,30,sell,100.765000
125.100000,N10,N6,100.70,36,sell,100.765000
125.100000,N7,N6,100.67,37,sell,100.750000
125.200000,N7,N11,100.67,22,sell,100.750000
125.200000,N2,N11,100.66,13,sell,100.745000
125.200000,N9,N11,100.65,17,sell,100.740000
125.200000,N6,N11,100.63,44,sell,100.730000
125.300000,N6,N6,100.63,3,sell,100.730000
125.800000,N10,N6,100.63,37,buy,100.625000
125.800000,N10,CA,100.83,20,buy,100.725000
125.800000,N10,N6,100.91,6,buy,100.765000
126.800000,N4,N13,100.62,53,sell,100.650000
126.800000,N4,N14,100.62,6,sell,100.650000
126.800000,N5,N14,100.61,26,sell,100.645000
126.800000,N2,N14,100.61,50,sell,100.645000
127.100000,N2,N9,100.61,1,sell,100.620000
127.100000,N4,N9,100.59,19,sell,100.610000
127.100000,N7,N9,100.58,56,sell,100.605000
127.100000,N0,N9,100.58,5,sell,100.605000
127.300000,N0,N7,100.58,11,sell,100.605000
127.300000,MM,N7,100.58,23,sell,100.605000
127.400000,MM,N4,100.58,39,sell,100.605000
127.600000,MM,N13,100.58,14,sell,100.605000
127.700000,MM,N9,100.58,4,sell,100.605000
127.700000,N8,N9,100.57,6,sell,100.600000
127.700000,N8,N14,100.57,10,sell,100.600000
127.900000,N5,N3,100.53,18,sell,100.535000
127.900000,N5,N12,100.53,21,sell,100.535000
128.100000,N8,N11,100.52,30,sell,100.530000
128.100000,N8,CB,100.52,12,sell,100.530000
128.200000,N8,N11,100.52,12,sell,100.530000
128.200000,N3,N11,100.49,46,sell,100.515000
128.200000,N3,N12,100.49,3,sell,100.515000
128.400000,N6,N12,100.49,41,buy,100.445000
128.400000,N6,N14,100.54,21,buy,100.470000
128.500000,N12,N14,100.63,11,buy,100.515000
128.900000,N2,N3,100.40,60,sell,100.515000
129.300000,N5,N2,100.51,34,sell,100.535000
129.300000,N5,N14,100.51,13,sell,100.535000
129.300000,N14,N14,100.47,5,sell,100.515000
129.400000,N14,N8,100.47,35,sell,100.515000
129.400000,MM,N8,100.46,22,sell,100.510000
130.100000,N14,MM,100.56,18,buy,100.510000
130.200000,MM,N4,100.46,57,sell,100.510000
130.200000,MM,N11,100.46,1,sell,100.510000
130.200000,N2,N11,100.43,38,sell,100.495000
130.200000,N7,N11,100.36,15,sell,100.460000
130.800000,N13,MM,100.56,62,buy,100.550000
130.800000,N13,CB,100.58,17,buy,100.560000
131.200000,N3,N10,100.54,29,sell,100.560000
131.300000,N3,N0,100.54,10,sell,100.560000
131.300000,N7,N0,100.36,27,sell,100.470000
131.400000,N10,CB,100.58,14,buy,100.470000
131.700000,N9,CB,100.56,50,sell,100.570000
131.700000,N6,CB,100.52,37,sell,100.550000
131.800000,N6,N0,100.52,26,sell,100.550000
131.800000,N0,N0,100.49,26,sell,100.535000
131.800000,N7,N0,100.36,16,sell,100.470000
131.800000,N12,N0,100.28,29,sell,100.430000
131.800000,N5,CB,100.58,40,buy,100.430000
131.800000,N5,CB,100.64,32,buy,100.460000
131.900000,N10,CB,100.64,52,buy,100.460000
132.000000,N12,N0,100.28,52,sell,100.460000
132.100000,MM,N6,100.49,80,sell,100.540000
132.100000,N10,N6,100.38,19,sell,100.485000
133.300000,N0,N1,100.54,21,buy,100.525000
133.300000,N11,MM,100.59,80,buy,100.550000
133.300000,N11,N6,100.63,13,buy,100.570000
133.500000,N8,N4,100.56,10,buy,100.535000
133.800000,N3,N8,100.51,40,sell,100.535000
133.800000,N3,N11,100.51,10,sell,100.535000
134.000000,N14,N13,100.45,55,sell,100.465000
134.100000,N6,N11,100.48,11,buy,100.465000
134.100000,N6,CA,100.53,35,buy,100.490000
134.100000,N6,N0,100.54,1,buy,100.495000
134.300000,N1,N0,100.54,46,buy,100.495000
134.300000,N1,N4,100.59,27,buy,100.520000
134.700000,N14,N10,100.45,18,sell,100.490000
134.700000,N12,N10,100.28,8,sell,100.405000
135.600000,MM,N10,100.35,80,sell,100.400000
135.800000,CB,CA,100.45,24,buy,
135.800000,CB,MM,100.45,4,buy,
136.500000,N11,N7,100.34,39,sell,100.365000
137.100000,N9,N2,100.39,45,buy,100.365000
137.100000,N9,N13,100.43,13,buy,100.385000
137.100000,N9,N2,100.43,29,buy,100.385000
138.200000,N11,N9,100.36,24,sell,100.370000
138.200000,N2,N9,100.33,2,sell,100.355000
138.200000,N2,N10,100.33,63,sell,100.355000
138.200000,MM,N10,100.33,9,sell,100.355000
138.400000,MM,N9,100.33,21,sell,100.355000
138.400000,N10,N2,100.38,25,buy,100.355000
138.900000,N11,N2,100.38,20,buy,100.355000
138.900000,N11,N8,100.40,62,buy,100.365000
139.400000,N0,N8,100.40,9,buy,100.365000
139.400000,N0,N1,100.41,58,buy,100.370000
139.400000,N0,N2,100.43,24,buy,100.380000
139.700000,N8,N14,100.42,46,sell,100.425000
140.200000,N12,N2,100.43,27,buy,100.425000
140.200000,N12,MM,100.43,8,buy,100.425000
140.200000,CA,MM,100.43,72,buy,100.425000
140.200000,CA,N0,100.43,18,buy,100.425000
140.400000,N7,N0,100.43,34,buy,100.425000
140.400000,N7,N13,100.43,2,buy,100.425000
140.400000,N8,N13,100.43,60,buy,100.410000
140.500000,N10,N13,100.43,3,buy,100.410000
140.500000,N10,N14,100.44,14,buy,100.415000
140.500000,N10,N4,100.46,60,buy,100.425000
140.600000,N5,N4,100.46,31,buy,100.430000
140.600000,N11,N2,100.48,40,buy,100.470000
140.700000,N5,N1,100.46,53,sell,100.470000
140.700000,N14,N1,100.40,46,sell,100.440000
140.700000,N4,N2,100.48,28,buy,100.440000
141.000000,N8,N2,100.48,5,buy,100.465000
141.000000,N8,N3,100.48,5,buy,100.465000
141.300000,MM,N4,100.47,71,sell,100.475000
141.700000,N8,N3,100.48,30,buy,100.475000
141.900000,CB,N3,100.48,19,buy,100.475000
142.100000,N7,N3,100.48,1,buy,100.475000
142.100000,N7,N2,100.49,24,buy,100.480000
142.100000,CA,N2,100.49,10,buy,100.480000
142.100000,CA,N9,100.51,30,buy,100.490000
142.200000,N3,N9,100.51,49,buy,100.490000
142.200000,N3,CA,100.52,22,sell,100.545000
142.900000,N13,MM,100.57,59,buy,100.545000
143.700000,N10,N2,100.54,25,sell,100.555000
143.700000,N7,N2,100.54,4,sell,100.555000
145.500000,N2,CB,100.56,69,buy,100.555000
145.700000,N4,CB,100.56,11,buy,100.555000
145.700000,N4,N14,100.57,48,buy,100.560000
146.300000,N2,N14,100.57,31,buy,100.560000
146.300000,N2,MM,100.57,8,buy,100.560000
146.300000,N12,N14,100.55,17,sell,100.560000
146.300000,N7,N14,100.54,54,sell,100.555000
146.300000,N14,N14,100.54,18,sell,100.555000
146.400000,N3,MM,100.57,32,buy,100.555000
146.700000,N5,N6,100.55,23,buy,100.545000
146.700000,N5,MM,100.57,35,buy,100.555000
147.000000,N11,MM,100.57,5,buy,100.555000
147.000000,N11,N13,100.57,75,buy,100.555000
147.000000,N14,N13,100.54,10,sell,100.555000
147.000000,N1,N13,100.53,16,sell,100.550000
147.000000,N14,N13,100.51,6,sell,100.540000
147.600000,N2,N14,100.53,43,buy,100.520000
147.600000,N2,N13,100.57,17,buy,100.540000
147.600000,N2,N0,100.58,3,buy,100.545000
148.200000,MM,N6,100.51,80,sell,100.545000
148.200000,N11,N0,100.58,12,buy,100.535000
148.200000,N11,N10,100.59,16,buy,100.540000
148.200000,N11,N10,100.60,56,buy,100.545000
148.500000,CA,N2,100.49,45,sell,100.495000
148.500000,N7,N2,100.41,11,sell,100.455000
148.700000,N7,N14,100.41,59,sell,100.455000
148.700000,N13,N14,100.41,2,sell,100.455000
148.900000,N4,N12,100.50,12,buy,100.455000
149.000000,N13,CA,100.41,81,sell,100.455000
149.500000,N13,N12,100.41,4,sell,100.455000
149.500000,N14,N12,100.40,26,sell,100.450000
149.500000,N4,N12,100.39,51,sell,100.445000
149.500000,N8,N12,100.38,15,sell,100.440000
149.900000,N3,CB,100.50,33,buy,100.440000
150.200000,N14,N2,100.49,65,sell,100.495000
150.200000,N14,N5,100.49,14,sell,100.495000
150.200000,MM,N5,100.49,15,sell,100.495000
151.200000,MM,N13,100.49,65,sell,100.495000
151.200000,N7,N13,100.47,2,sell,100.485000
151.300000,N7,N4,100.47,74,sell,100.485000
151.300000,N6,N4,100.46,10,sell,100.480000
151.300000,N6,N5,100.46,61,sell,100.480000
151.500000,N1,CB,100.50,58,buy,100.480000
151.500000,N1,N8,100.51,38,buy,100.485000
151.700000,N6,N3,100.46,7,sell,100.485000
151.700000,N2,N3,100.41,52,sell,100.460000
151.900000,N2,N7,100.41,10,sell,100.460000
151.900000,N8,N7,100.38,55,sell,100.445000
152.200000,N5,N8,100.51,46,buy,100.475000
152.800000,N8,N8,100.51,1,buy,100.505000
152.800000,N8,N9,100.52,18,buy,100.510000
152.800000,N8,N12,100.52,60,buy,100.510000
152.800000,N10,N12,100.52,35,buy,100.510000
152.800000,N10,CB,100.54,5,buy,100.520000
152.900000,N9,CB,100.54,42,buy,100.520000
153.000000,MM,CB,100.54,8,buy,100.520000
153.000000,MM,N2,100.54,72,buy,100.520000
153.100000,N0,N2,100.54,9,buy,100.520000
153.100000,N0,N1,100.56,11,buy,100.530000
153.300000,N13,N1,100.56,25,buy,100.530000
153.300000,N13,N1,100.57,41,buy,100.535000
153.900000,N11,N1,100.57,37,buy,100.565000
153.900000,N11,N8,100.60,11,buy,100.580000
154.000000,N8,N8,100.60,7,buy,100.580000
154.000000,N8,CB,100.61,35,buy,100.585000
154.000000,CA,CB,100.61,10,buy,100.585000
154.000000,CA,N6,100.63,10,buy,100.595000
154.000000,CA,N0,100.63,36,buy,100.595000
154.500000,N10,N0,100.63,14,buy,100.595000
154.600000,N13,N0,100.63,2,buy,100.595000
154.600000,N13,N6,100.63,40,buy,100.595000
154.600000,N13,CB,100.64,2,buy,100.600000
154.600000,N13,CB,100.64,51,buy,100.600000
154.800000,N3,N5,100.56,49,sell,100.600000
154.900000,N5,CB,100.64,25,buy,100.600000
154.900000,N5,N10,100.65,22,buy,100.605000
155.200000,N6,N5,100.57,26,sell,100.610000
155.300000,N11,N10,100.65,9,buy,100.615000
155.300000,N11,N4,100.65,40,buy,100.615000
155.400000,N9,N0,100.66,42,buy,100.655000
155.400000,N9,N6,100.66,23,buy,100.655000
156.000000,N11,MM,100.65,32,sell,100.655000
156.100000,N7,N13,100.58,52,sell,100.605000
156.100000,N6,N13,100.57,34,sell,100.600000
156.400000,N6,CA,100.57,7,sell,100.600000
156.400000,N3,CA,100.56,14,sell,100.595000
156.400000,N7,CA,100.55,31,sell,100.590000
156.600000,N9,MM,100.63,46,buy,100.590000
156.800000,N7,N14,100.55,9,sell,100.555000
156.800000,N6,N14,100.55,26,sell,100.555000
157.000000,N6,N8,100.55,19,sell,100.555000
157.100000,N6,N9,100.55,45,sell,100.555000
157.100000,N0,N9,100.55,20,sell,100.555000
157.100000,MM,N9,100.53,23,sell,100.545000
157.400000,MM,N8,100.53,57,sell,100.545000
157.400000,N4,N8,100.53,37,sell,100.545000
158.200000,N2,N6,100.52,54,sell,100.540000
158.200000,N8,N6,100.50,4,sell,100.530000
158.300000,N8,N3,100.56,52,buy,100.530000
158.400000,N8,N11,100.50,52,sell,100.530000
158.500000,N8,N9,100.50,22,sell,100.530000
158.600000,N0,N8,100.40,70,sell,100.420000
158.800000,N0,N2,100.40,22,sell,100.420000
158.800000,N6,N2,100.39,64,sell,100.415000
159.000000,N6,N1,100.39,33,sell,100.415000
159.400000,N6,N0,100.39,1,sell,100.400000
159.400000,N7,N0,100.38,59,sell,100.395000
159.400000,CB,N0,100.36,23,sell,100.385000
159.500000,N7,MM,100.41,80,buy,100.385000
159.500000,N7,N9,100.44,9,buy,100.400000
159.500000,N7,N8,100.47,2,buy,100.415000
159.800000,N0,N0,100.36,69,sell,100.415000
159.800000,MM,N0,100.31,9,sell,100.390000
160.300000,MM,N12,100.31,38,sell,100.375000
160.600000,N0,N9,100.33,39,sell,100.385000
160.600000,MM,N9,100.31,7,sell,100.375000
160.800000,MM,N14,100.31,26,sell,100.330000
160.800000,N1,N14,100.29,63,sell,100.320000
160.900000,N1,N4,100.35,22,buy,100.320000
160.900000,N1,N9,100.29,34,sell,100.320000
161.100000,N1,N9,100.29,59,buy,100.275000
161.100000,N1,N4,100.35,17,buy,100.305000
161.500000,N5,CA,100.31,16,buy,100.285000
161.500000,N13,CA,100.31,16,buy,100.285000
161.500000,N13,N4,100.35,14,buy,100.305000
161.500000,N13,N5,100.38,24,buy,100.320000
161.500000,N13,N11,100.40,14,buy,100.330000
161.900000,N5,N11,100.40,37,buy,100.330000
162.400000,MM,N5,100.28,36,sell,100.325000
162.600000,N1,N10,100.29,30,sell,100.330000
162.600000,MM,N10,100.28,36,sell,100.325000
162.900000,MM,N1,100.28,8,sell,100.325000
